City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Capacity (Tons),Year,Latitude,Longitude,Utilization_Ratio,Cost_Efficiency,Campaign_Intensity,Waste_to_Density,Density_Bin
Pune,Hazardous,5547,46,12547,7,Composting,1229,11,49524,2019,28.7237,84.2278,0.11200629997350767,0.005691056910569106,0.0008766337264902774,0.4420624800765062,Mid-Low
Pune,Plastic,2280,52,12547,9,Landfill,2575,6,49524,2020,28.7237,84.2278,0.04603828446720704,0.0034937888198757765,0.0004781638508128785,0.18170226330889386,Mid-Low
Pune,Organic,1926,53,12547,9,Recycling,3238,19,49524,2020,28.7237,84.2278,0.03889023503677227,0.002778635381290522,0.0015141855275741154,0.15349059611093402,Mid-Low
Pune,E-Waste,8098,36,12547,9,Incineration,2009,5,49524,2020,28.7237,84.2278,0.1635166787787029,0.004477611940298508,0.0003984698756773988,0.6453618106471151,Mid-Low
Pune,Construction,1089,85,12547,6,Composting,798,14,49524,2020,28.7237,84.2278,0.021989338502100206,0.007509386733416771,0.0011157156518967167,0.08678673892253745,Mid-Low
Pune,Hazardous,8742,61,12547,5,Landfill,2713,13,49524,2020,28.7237,84.2278,0.17652047491768597,0.0018422991893883567,0.001036021676761237,0.6966847306343641,Mid-Low
Pune,Plastic,4485,66,12547,8,Landfill,3069,11,49524,2021,28.7237,84.2278,0.09056215168220333,0.0026058631921824105,0.0008766337264902774,0.35742747848262674,Mid-Low
Pune,Organic,6145,44,12547,5,Composting,1707,6,49524,2021,28.7237,84.2278,0.12408125353113478,0.002927400468384075,0.0004781638508128785,0.4897194772075231,Mid-Low
Pune,E-Waste,8407,61,12547,6,Composting,3974,3,49524,2021,28.7237,84.2278,0.16975607785781124,0.0015094339622641509,0.00023908192540643926,0.6699872489639783,Mid-Low
Pune,Construction,511,33,12547,5,Recycling,1998,6,49524,2021,28.7237,84.2278,0.010318229545062632,0.0025012506253126563,0.0004781638508128785,0.040723621294230156,Mid-Low
Pune,Hazardous,1623,57,12547,5,Composting,3589,20,49524,2021,28.7237,84.2278,0.032771989337840805,0.001392757660167131,0.0015938795027095952,0.12934332164488366,Mid-Low
Pune,Plastic,3578,39,12547,7,Recycling,2681,11,49524,2022,28.7237,84.2278,0.0722477990454679,0.002609992542878449,0.0008766337264902774,0.2851450430347466,Mid-Low
Pune,Organic,7921,69,12547,7,Incineration,3569,7,49524,2022,28.7237,84.2278,0.15994265406348554,0.00196078431372549,0.0005578578259483584,0.6312559770481352,Mid-Low
Pune,E-Waste,9741,75,12547,10,Incineration,4988,1,49524,2022,28.7237,84.2278,0.19669251271713326,0.0020044097013429546,7.969397513547975e-05,0.7762990117947083,Mid-Low
Pune,Construction,4804,36,12547,6,Composting,3338,13,49524,2022,28.7237,84.2278,0.09700347306160642,0.0017969451931716084,0.001036021676761237,0.38284985655084475,Mid-Low
Pune,Hazardous,8508,55,12547,10,Incineration,3321,7,49524,2022,28.7237,84.2278,0.1717954930907884,0.0030102347983142685,0.0005578578259483584,0.6780363404526618,Mid-Low
Pune,Plastic,5594,76,12547,5,Landfill,4656,8,49524,2023,28.7237,84.2278,0.11295533478489307,0.001073652566029633,0.000637551801083838,0.44580809690787376,Mid-Low
Pune,Organic,3851,83,12547,6,Recycling,3334,12,49524,2023,28.7237,84.2278,0.07776027784351505,0.0017991004497751124,0.000956327701625757,0.3069014982467326,Mid-Low
Pune,E-Waste,8611,30,12547,9,Incineration,1359,5,49524,2023,28.7237,84.2278,0.1738752927838245,0.006617647058823529,0.0003984698756773988,0.6862448198916162,Mid-Low
Pune,Construction,2012,45,12547,10,Landfill,2368,6,49524,2023,28.7237,84.2278,0.04062676681930727,0.004221190375685944,0.0004781638508128785,0.16034427797258527,Mid-Low
Pune,Hazardous,9234,31,12547,7,Landfill,2438,15,49524,2023,28.7237,84.2278,0.18645505209218854,0.002870028700287003,0.0011954096270321963,0.7358941664010201,Mid-Low
Ahmedabad,Plastic,9807,67,9464,5,Landfill,4632,17,69399,2019,19.3868,72.7845,0.1413132754053904,0.0010792143319663286,0.0017960908610670893,1.0361331220285261,Mid-Low
Ahmedabad,Organic,1302,56,9464,9,Recycling,673,19,69399,2019,19.3868,72.7845,0.01876107724868138,0.013353115727002967,0.002007395668251453,0.1375594294770206,Mid-Low
Ahmedabad,E-Waste,6409,76,9464,7,Incineration,2025,2,69399,2019,19.3868,72.7845,0.0923500338608287,0.0034550839091806516,0.00021130480718436345,0.6771262546222927,Mid-Low
Ahmedabad,Construction,5933,68,9464,8,Landfill,2882,7,69399,2019,19.3868,72.7845,0.08549114540432153,0.002774887270204648,0.0007395668251452721,0.6268357105124142,Mid-Low
Ahmedabad,Hazardous,2686,81,9464,9,Incineration,1638,9,69399,2019,19.3868,72.7845,0.038703727718861894,0.005491153142159854,0.0009508716323296355,0.2837823560486001,Mid-Low
Ahmedabad,Plastic,5578,55,9464,6,Recycling,2669,12,69399,2020,19.3868,72.7845,0.0803757979210021,0.0022471910112359553,0.0012678288431061807,0.5893291072371897,Mid-Low
Ahmedabad,Organic,929,54,9464,6,Incineration,578,12,69399,2020,19.3868,72.7845,0.013386360033813365,0.010362694300518135,0.0012678288431061807,0.09815108293713681,Mid-Low
Ahmedabad,E-Waste,2118,57,9464,5,Composting,3419,11,69399,2020,19.3868,72.7845,0.030519171745550817,0.0014619883040935672,0.001162176439513999,0.2237717908082409,Mid-Low
Ahmedabad,Construction,1658,81,9464,7,Composting,2089,15,69399,2020,19.3868,72.7845,0.02389083416153128,0.0033492822966507177,0.001584786053882726,0.1751716851558373,Mid-Low
Ahmedabad,Hazardous,3762,69,9464,7,Incineration,4671,11,69399,2020,19.3868,72.7845,0.054208273893655415,0.0014982876712328766,0.001162176439513999,0.39746434231378763,Mid-Low
Ahmedabad,Plastic,4012,58,9464,7,Landfill,3619,19,69399,2021,19.3868,72.7845,0.05781063127627473,0.0019337016574585636,0.002007395668251453,0.42387744321183307,Mid-Low
Ahmedabad,Organic,7895,78,9464,5,Landfill,4526,20,69399,2021,19.3868,72.7845,0.11376244614311788,0.001104484205875856,0.0021130480718436345,0.8341257263602747,Mid-Low
Ahmedabad,E-Waste,7663,74,9464,5,Landfill,4370,4,69399,2021,19.3868,72.7845,0.11041945849204717,0.0011439029970258523,0.0004226096143687269,0.8096143687268885,Mid-Low
Ahmedabad,Construction,4118,79,9464,10,Landfill,2440,19,69399,2021,19.3868,72.7845,0.059338030806505314,0.004096681687832855,0.002007395668251453,0.43507659799260434,Mid-Low
Ahmedabad,Hazardous,5791,43,9464,9,Incineration,4871,19,69399,2021,19.3868,72.7845,0.08344500641099376,0.0018472906403940886,0.002007395668251453,0.6118330692023244,Mid-Low
Ahmedabad,Plastic,1334,55,9464,8,Composting,1390,1,69399,2022,19.3868,72.7845,0.019222178993656653,0.005751258087706686,0.00010565240359218173,0.14094030639197042,Mid-Low
Ahmedabad,Organic,3467,42,9464,10,Composting,2845,19,69399,2022,19.3868,72.7845,0.04995749218216462,0.0035137034434293743,0.002007395668251453,0.36629688325409404,Mid-Low
Ahmedabad,E-Waste,2458,58,9464,7,Landfill,1591,4,69399,2022,19.3868,72.7845,0.03541837778591308,0.0043969849246231155,0.0004226096143687269,0.2596936080295827,Mid-Low
Ahmedabad,Construction,690,30,9464,6,Composting,2807,8,69399,2022,19.3868,72.7845,0.009942506376029302,0.002136752136752137,0.0008452192287374538,0.07290015847860538,Mid-Low
Ahmedabad,Hazardous,4104,83,9464,9,Incineration,3750,5,69399,2022,19.3868,72.7845,0.059136298793078634,0.0023993601706211675,0.0005282620179609086,0.4335974643423138,Mid-Low
Ahmedabad,Plastic,9593,38,9464,10,Recycling,3688,15,69399,2023,19.3868,72.7845,0.13822965748586827,0.0027107617240444567,0.001584786053882726,1.0135235076597993,Mid-Low
Ahmedabad,Organic,3814,69,9464,7,Recycling,3256,0,69399,2023,19.3868,72.7845,0.05495756422924023,0.0021492170709241634,0.0,0.4029582673005811,Mid-Low
Ahmedabad,E-Waste,2978,30,9464,5,Incineration,1070,10,69399,2023,19.3868,72.7845,0.04291128114176125,0.004668534080298786,0.0010565240359218173,0.31463285789751716,Mid-Low
Ahmedabad,Construction,8892,54,9464,5,Composting,2781,20,69399,2023,19.3868,72.7845,0.1281286473850037,0.0017972681524083393,0.0021130480718436345,0.9394611727416798,Mid-Low
Ahmedabad,Hazardous,7540,78,9464,6,Recycling,3134,7,69399,2023,19.3868,72.7845,0.10864709865979846,0.0019138755980861245,0.0007395668251452721,0.7966191230850502,Mid-Low
Jaipur,Plastic,5518,33,2335,5,Incineration,835,2,71127,2019,11.6909,94.4267,0.07757954082025702,0.005980861244019139,0.0008561643835616438,2.3621575342465753,Low
Jaipur,Organic,6249,44,2335,7,Composting,2634,8,71127,2019,11.6909,94.4267,0.08785693196552848,0.0026565464895635673,0.003424657534246575,2.675085616438356,Low
Jaipur,E-Waste,5899,68,2335,5,Incineration,1058,14,71127,2019,11.6909,94.4267,0.08293615645137661,0.004721435316336166,0.0059931506849315065,2.5252568493150687,Low
Jaipur,Construction,3452,48,2335,7,Recycling,4230,14,71127,2019,11.6909,94.4267,0.04853290592814919,0.0016544552115339162,0.0059931506849315065,1.4777397260273972,Low
Jaipur,Hazardous,4108,31,2335,9,Landfill,3132,2,71127,2019,11.6909,94.4267,0.05775584517753096,0.0028726460261729973,0.0008561643835616438,1.7585616438356164,Low
Jaipur,Plastic,9183,55,2335,6,Landfill,1898,12,71127,2020,11.6909,94.4267,0.12910709013273292,0.00315955766192733,0.005136986301369863,3.931078767123288,Low
Jaipur,Organic,6175,80,2335,9,Recycling,765,19,71127,2020,11.6909,94.4267,0.08681653942825066,0.01174934725848564,0.008133561643835616,2.6434075342465753,Low
Jaipur,E-Waste,9774,51,2335,10,Incineration,1909,7,71127,2020,11.6909,94.4267,0.13741617107234363,0.005235602094240838,0.0029965753424657533,4.1840753424657535,Low
Jaipur,Construction,7448,81,2335,9,Landfill,3668,0,71127,2020,11.6909,94.4267,0.10471410294115155,0.0024529844644317253,0.0,3.1883561643835616,Low
Jaipur,Hazardous,9780,63,2335,9,Composting,2809,3,71127,2020,11.6909,94.4267,0.1375005272240148,0.003202846975088968,0.0012842465753424657,4.186643835616438,Low
Jaipur,Plastic,6413,63,2335,10,Recycling,3165,20,71127,2021,11.6909,94.4267,0.09016266677787392,0.003158559696778269,0.008561643835616438,2.745291095890411,Low
Jaipur,Organic,1018,70,2335,8,Recycling,4760,10,71127,2021,11.6909,94.4267,0.014312427066875978,0.0016803192606595252,0.004280821917808219,0.4357876712328767,Low
Jaipur,E-Waste,4152,65,2335,7,Recycling,657,5,71127,2021,11.6909,94.4267,0.05837445695645291,0.010638297872340425,0.0021404109589041095,1.7773972602739727,Low
Jaipur,Construction,9976,59,2335,5,Incineration,2344,15,71127,2021,11.6909,94.4267,0.14025616151193984,0.0021321961620469083,0.006421232876712328,4.27054794520548,Low
Jaipur,Hazardous,5281,36,2335,9,Incineration,1944,10,71127,2021,11.6909,94.4267,0.07424747282924561,0.004627249357326478,0.004280821917808219,2.2607020547945207,Low
Jaipur,Plastic,8379,55,2335,9,Landfill,2826,19,71127,2022,11.6909,94.4267,0.1178033658087955,0.0031835868411743897,0.008133561643835616,3.586900684931507,Low
Jaipur,Organic,8991,49,2335,9,Landfill,4032,15,71127,2022,11.6909,94.4267,0.12640769327925533,0.0022315893875526904,0.006421232876712328,3.8488869863013697,Low
Jaipur,E-Waste,3448,85,2335,10,Landfill,1049,3,71127,2022,11.6909,94.4267,0.04847666849370174,0.009523809523809525,0.0012842465753424657,1.476027397260274,Low
Jaipur,Construction,9043,54,2335,9,Composting,4211,19,71127,2022,11.6909,94.4267,0.12713877992707218,0.002136752136752137,0.008133561643835616,3.8711472602739727,Low
Jaipur,Hazardous,8600,60,2335,7,Incineration,3201,1,71127,2022,11.6909,94.4267,0.1209104840620171,0.0021861336664584633,0.0004280821917808219,3.6815068493150687,Low
Jaipur,Plastic,5068,53,2335,6,Composting,3801,11,71127,2023,11.6909,94.4267,0.07125282944491891,0.0015781167806417674,0.004708904109589041,2.1695205479452055,Low
Jaipur,Organic,6958,65,2335,5,Composting,1632,6,71127,2023,11.6909,94.4267,0.09782501722133895,0.003061849357011635,0.0025684931506849314,2.978595890410959,Low
Jaipur,E-Waste,2534,45,2335,5,Composting,1614,15,71127,2023,11.6909,94.4267,0.035626414722459455,0.0030959752321981426,0.006421232876712328,1.0847602739726028,Low
Jaipur,Construction,5821,79,2335,9,Landfill,3734,1,71127,2023,11.6909,94.4267,0.08183952647965134,0.0024096385542168677,0.0004280821917808219,2.491866438356164,Low
Jaipur,Hazardous,4527,67,2335,7,Composting,2453,9,71127,2023,11.6909,94.4267,0.06364671643590132,0.0028524857375713123,0.003852739726027397,1.9379280821917808,Low
Lucknow,Plastic,9719,47,23465,7,Incineration,1414,11,80251,2019,10.3904,81.8808,0.12110752513836455,0.0049469964664310955,0.0004687633171396915,0.41417369811642374,High
Lucknow,Organic,3449,55,23465,6,Landfill,4823,12,80251,2019,10.3904,81.8808,0.042977657598746714,0.0012437810945273632,0.0005113781641523907,0.14697860734679963,High
Lucknow,E-Waste,9765,52,23465,10,Recycling,2068,15,80251,2019,10.3904,81.8808,0.12168072671840002,0.004833252779120348,0.0006392227051904884,0.41613398107900795,High
Lucknow,Construction,4061,53,23465,8,Incineration,1863,17,80251,2019,10.3904,81.8808,0.05060373079400128,0.004291845493562232,0.0007244523992158868,0.17305889371857155,High
Lucknow,Hazardous,5427,49,23465,9,Landfill,1299,16,80251,2019,10.3904,81.8808,0.06762532554027209,0.006923076923076923,0.0006818375522031876,0.23127077473791868,High
Lucknow,Plastic,9676,30,23465,9,Recycling,527,16,80251,2020,10.3904,81.8808,0.12057170627007052,0.017045454545454544,0.0006818375522031876,0.41234125969487767,High
Lucknow,Organic,974,33,23465,10,Landfill,1791,2,80251,2020,10.3904,81.8808,0.012136920412055465,0.005580357142857143,8.522969402539845e-05,0.04150686099036904,High
Lucknow,E-Waste,8698,71,23465,5,Landfill,4353,10,80251,2020,10.3904,81.8808,0.1083849422423598,0.0011483693155718878,0.00042614847012699224,0.37066393931645786,High
Lucknow,Construction,979,56,23465,5,Landfill,3187,8,80251,2020,10.3904,81.8808,0.01219922493162454,0.0015683814303638645,0.0003409187761015938,0.04171993522543254,High
Lucknow,Hazardous,6425,52,23465,8,Incineration,2200,8,80251,2020,10.3904,81.8808,0.0800613076462591,0.003634711494775102,0.0003409187761015938,0.2738003920565925,High
Lucknow,Plastic,5485,69,23465,9,Recycling,1887,17,80251,2021,10.3904,81.8808,0.06834805796727333,0.004766949152542373,0.0007244523992158868,0.23374243586465523,High
Lucknow,Organic,4261,36,23465,6,Incineration,1107,19,80251,2021,10.3904,81.8808,0.05309591157676421,0.005415162454873646,0.0008096820932412853,0.1815818631211114,High
Lucknow,E-Waste,2281,45,23465,8,Landfill,4891,7,80251,2021,10.3904,81.8808,0.028423321827411207,0.001635322976287817,0.00029830392908889456,0.09720446603596693,High
Lucknow,Construction,4060,77,23465,6,Landfill,1363,20,80251,2021,10.3904,81.8808,0.05059126989008746,0.004398826979472141,0.0008522969402539845,0.17301627887155885,High
Lucknow,Hazardous,6073,36,23465,7,Landfill,4873,6,80251,2021,10.3904,81.8808,0.07567506946859635,0.001436192039392696,0.00025568908207619537,0.2587999659081224,High
Lucknow,Plastic,8714,53,23465,9,Incineration,4265,11,80251,2022,10.3904,81.8808,0.10858431670498082,0.002109704641350211,0.0004687633171396915,0.37134577686866105,High
Lucknow,Organic,9845,55,23465,9,Recycling,3000,7,80251,2022,10.3904,81.8808,0.1226775990315052,0.002999000333222259,0.00029830392908889456,0.41954316884002385,High
Lucknow,E-Waste,9114,36,23465,5,Recycling,3126,2,80251,2022,10.3904,81.8808,0.11356867827050669,0.0015989766549408379,8.522969402539845e-05,0.38839171567374076,High
Lucknow,Construction,5748,73,23465,7,Composting,3385,4,80251,2022,10.3904,81.8808,0.0716252756966066,0.002067336089781453,0.0001704593880507969,0.24495014062899514,High
Lucknow,Hazardous,3455,81,23465,10,Composting,2559,15,80251,2022,10.3904,81.8808,0.043052423022229606,0.00390625,0.0006392227051904884,0.1472342964288758,High
Lucknow,Plastic,9404,75,23465,9,Composting,1263,9,80251,2023,10.3904,81.8808,0.11718234040551294,0.007120253164556962,0.000383533623114293,0.4007500213074235,High
Lucknow,Organic,8622,42,23465,6,Recycling,2945,20,80251,2023,10.3904,81.8808,0.10743791354490988,0.002036659877800407,0.0008522969402539845,0.36742521094349273,High
Lucknow,E-Waste,5529,50,23465,9,Composting,1973,16,80251,2023,10.3904,81.8808,0.06889633773948117,0.004559270516717325,0.0006818375522031876,0.235617489133214,High
Lucknow,Construction,3693,67,23465,7,Incineration,3089,3,80251,2023,10.3904,81.8808,0.04601811815371749,0.0022653721682847896,0.00012784454103809768,0.15737663001789823,High
Lucknow,Hazardous,6895,70,23465,5,Landfill,2047,18,80251,2023,10.3904,81.8808,0.08591793248575198,0.00244140625,0.000767067246228586,0.29382937015256116,High
Surat,Plastic,8754,47,24032,7,Landfill,4074,11,38471,2019,32.805,89.0238,0.22754802318038136,0.0017177914110429449,0.00045770399034660676,0.36424915740856323,High
Surat,Organic,4071,45,24032,9,Landfill,1912,12,38471,2019,32.805,89.0238,0.10581996828505055,0.004704652378463147,0.0004993134440144801,0.16939208588191237,High
Surat,E-Waste,5878,40,24032,7,Recycling,4904,6,38471,2019,32.805,89.0238,0.1527904135542931,0.0014271151885830785,0.00024965672200724003,0.2445803686597595,High
Surat,Construction,2465,35,24032,5,Incineration,3305,11,38471,2019,32.805,89.0238,0.06407423773585105,0.0015124016938898972,0.00045770399034660676,0.10256730329130778,High
Surat,Hazardous,1873,70,24032,9,Recycling,3643,2,38471,2019,32.805,89.0238,0.04868602323701786,0.002469813391877058,8.321890733574669e-05,0.07793450671992677,High
Surat,Plastic,9318,66,24032,5,Incineration,3163,4,38471,2020,32.805,89.0238,0.24220841672318869,0.0015802781289506952,0.00016643781467149337,0.3877168892772438,High
Surat,Organic,4320,66,24032,8,Composting,4625,15,38471,2020,32.805,89.0238,0.11229237607256655,0.0017293558149589277,0.0006241418050181001,0.17975283984521284,High
Surat,E-Waste,3662,76,24032,5,Landfill,2282,1,38471,2020,32.805,89.0238,0.09518858360595803,0.002190100744634253,4.160945366787334e-05,0.15237381933175217,High
Surat,Construction,711,60,24032,7,Landfill,4375,19,38471,2020,32.805,89.0238,0.018481453561943244,0.0015996343692870202,0.0007905796196895935,0.029584321557857944,High
Surat,Hazardous,3540,51,24032,7,Landfill,4362,4,38471,2020,32.805,89.0238,0.09201736372613092,0.0016044006417602567,0.00016643781467149337,0.14729746598427162,High
Surat,Plastic,1690,55,24032,5,Incineration,799,9,38471,2021,32.805,89.0238,0.04392919341727719,0.00625,0.00037448508301086004,0.07031997669870595,High
Surat,Organic,7629,64,24032,9,Landfill,617,13,38471,2021,32.805,89.0238,0.19830521691148384,0.014563106796116505,0.0005409228976823535,0.31743852203220574,High
Surat,E-Waste,7181,75,24032,7,Composting,870,3,38471,2021,32.805,89.0238,0.18666008161506953,0.008036739380022962,0.00012482836100362001,0.2987974867889985,High
Surat,Construction,2964,64,24032,6,Landfill,1093,10,38471,2021,32.805,89.0238,0.07704504691645538,0.005484460694698354,0.0004160945366787334,0.12333042067157658,High
Surat,Hazardous,7457,49,24032,8,Composting,1591,12,38471,2021,32.805,89.0238,0.19383431675303905,0.005025125628140704,0.0004993134440144801,0.3102816960013315,High
Surat,Plastic,8273,39,24032,5,Composting,2375,4,38471,2022,32.805,89.0238,0.21504509890007942,0.0021043771043771043,0.00016643781467149337,0.3442350101943161,High
Surat,Organic,3841,82,24032,6,Landfill,873,5,38471,2022,32.805,89.0238,0.09984143900340928,0.006864988558352402,0.0002080472683393667,0.1598219115383015,High
Surat,E-Waste,6680,31,24032,6,Composting,3367,14,38471,2022,32.805,89.0238,0.1736372852233205,0.0017814726840855108,0.0005825323513502268,0.2779511505013939,High
Surat,Construction,9396,61,24032,10,Landfill,3159,11,38471,2022,32.805,89.0238,0.24423591795783223,0.0031645569620253164,0.00045770399034660676,0.3909624266633379,High
Surat,Hazardous,9819,71,24032,6,Recycling,3335,0,38471,2022,32.805,89.0238,0.25523121311493774,0.0017985611510791368,0.0,0.4085632255648483,High
Surat,Plastic,7045,36,24032,7,Incineration,4404,13,38471,2023,32.805,89.0238,0.18312495125722947,0.0015891032917139615,0.0005409228976823535,0.2931386010901677,High
Surat,Organic,7984,36,24032,9,Composting,3024,2,38471,2023,32.805,89.0238,0.20753294688966928,0.0029752066115702478,8.321890733574669e-05,0.33220987808430075,High
Surat,E-Waste,4476,83,24032,5,Incineration,4780,9,38471,2023,32.805,89.0238,0.11634737854185367,0.0010458063166701526,0.00037448508301086004,0.18624391461740109,High
Surat,Construction,8728,46,24032,10,Incineration,739,13,38471,2023,32.805,89.0238,0.2268721894355002,0.013513513513513514,0.0005409228976823535,0.36316731161319854,High
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,38471,2023,32.805,89.0238,0.13337319019174512,0.0013698630136986301,0.0002080472683393667,0.21349810676985811,High
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,22690,2019,13.0189,89.182,0.40387836049343856,0.002012072434607646,0.0006952615252968232,0.4901058936784683,Mid-High
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,22690,2019,13.0189,89.182,0.31172322607705055,0.006111535523300229,0.0008022248368809499,0.3782757514172639,Mid-High
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,22690,2019,13.0189,89.182,0.14297047156707932,0.003920031360250882,0.0008022248368809499,0.17349449138945341,Mid-High
Kanpur,Construction,1894,61,18697,5,Recycling,4219,9,22690,2019,13.0189,89.182,0.08347289554502102,0.001184834123222749,0.0004813349021285699,0.10129425607016793,Mid-High
Kanpur,Hazardous,765,76,18697,8,Recycling,3043,2,22690,2019,13.0189,89.182,0.03371529307916636,0.002628120893561104,0.00010696331158412665,0.04091346668092844,Mid-High
Kanpur,Plastic,7631,30,18697,10,Composting,1798,0,22690,2020,13.0189,89.182,0.3363155574995013,0.005558643690939411,0.0,0.4081185153492352,Mid-High
Kanpur,Organic,5690,31,18697,7,Incineration,916,14,22690,2020,13.0189,89.182,0.25077126486334195,0.007633587786259542,0.0007487431810888865,0.3043106214568403,Mid-High
Kanpur,E-Waste,1151,58,18697,8,Recycling,1324,5,22690,2020,13.0189,89.182,0.050727192593621545,0.0060377358490566035,0.0002674082789603166,0.06155738581666488,Mid-High
Kanpur,Construction,3512,33,18697,9,Landfill,600,13,22690,2020,13.0189,89.182,0.15478184221442126,0.014975041597337771,0.0006952615252968232,0.18782757514172638,Mid-High
Kanpur,Hazardous,3659,85,18697,10,Composting,967,19,22690,2020,13.0189,89.182,0.16126046715904538,0.010330578512396695,0.001016151460049203,0.1956893785431597,Mid-High
Kanpur,Plastic,1685,32,18697,6,Composting,4424,12,22690,2021,13.0189,89.182,0.0742617893312357,0.0013559322033898306,0.0006417798695047598,0.0901165900096267,Mid-High
Kanpur,Organic,2380,51,18697,6,Landfill,3237,18,22690,2021,13.0189,89.182,0.10489202291296201,0.0018529956763434219,0.0009626698042571398,0.1272863407851107,Mid-High
Kanpur,E-Waste,2425,67,18697,6,Recycling,2881,11,22690,2021,13.0189,89.182,0.10687527544703061,0.002081887578070784,0.0005882982137126965,0.12969301529575356,Mid-High
Kanpur,Construction,2175,49,18697,5,Landfill,4912,20,22690,2021,13.0189,89.182,0.09585720581331612,0.0010177081213108082,0.0010696331158412664,0.11632260134773773,Mid-High
Kanpur,Hazardous,9047,65,18697,6,Recycling,4499,12,22690,2021,13.0189,89.182,0.3987219039048602,0.0013333333333333333,0.0006417798695047598,0.48384853995079685,Mid-High
Kanpur,Plastic,7509,84,18697,9,Incineration,2977,0,22690,2022,13.0189,89.182,0.3309387395182486,0.0030221625251846875,0.0,0.4015937533426035,Mid-High
Kanpur,Organic,4907,35,18697,10,Landfill,1193,14,22690,2022,13.0189,89.182,0.21626267077054814,0.008375209380234505,0.0007487431810888865,0.2624344849716547,Mid-High
Kanpur,E-Waste,8691,36,18697,9,Recycling,2462,14,22690,2022,13.0189,89.182,0.38303217274645074,0.0036540803897685747,0.0007487431810888865,0.4648090704888223,Mid-High
Kanpur,Construction,2431,64,18697,6,Recycling,4364,19,22690,2022,13.0189,89.182,0.10713970911823976,0.0013745704467353953,0.001016151460049203,0.13001390523050593,Mid-High
Kanpur,Hazardous,9223,67,18697,5,Recycling,902,8,22690,2022,13.0189,89.182,0.4064786249269952,0.005537098560354375,0.0004278532463365066,0.4932613113702,Mid-High
Kanpur,Plastic,4064,36,18697,10,Landfill,2196,4,22690,2023,13.0189,89.182,0.17910973996566285,0.004551661356395084,0.0002139266231682533,0.21734944913894536,Mid-High
Kanpur,Organic,2382,80,18697,8,Landfill,716,2,22690,2023,13.0189,89.182,0.10498016747003172,0.011157601115760111,0.00010696331158412665,0.12739330409669483,Mid-High
Kanpur,E-Waste,3758,62,18697,6,Composting,2497,20,22690,2023,13.0189,89.182,0.1656236227339963,0.0024019215372297837,0.0010696331158412664,0.20098406246657397,Mid-High
Kanpur,Construction,9586,35,18697,7,Composting,2247,8,22690,2023,13.0189,89.182,0.42247686203514867,0.003113879003558719,0.0004278532463365066,0.512675152422719,Mid-High
Kanpur,Hazardous,6429,52,18697,10,Incineration,1129,9,22690,2023,13.0189,89.182,0.283340678700602,0.008849557522123894,0.0004813349021285699,0.3438335650871751,Mid-High
Nagpur,Plastic,3771,51,19087,10,Landfill,3717,5,49830,2019,35.7049,71.8706,0.075677302828102,0.0026896180742334587,0.0002619446772841576,0.19755867560771165,Mid-High
Nagpur,Organic,3596,78,19087,6,Incineration,2010,6,49830,2019,35.7049,71.8706,0.07216536223013917,0.0029835902536051715,0.0003143336127409891,0.18839061190276613,Mid-High
Nagpur,E-Waste,3689,63,19087,9,Recycling,4676,19,49830,2019,35.7049,71.8706,0.07403170780505655,0.001924310455420141,0.0009953897736797988,0.19326278290025148,Mid-High
Nagpur,Construction,6771,63,19087,8,Composting,3379,13,49830,2019,35.7049,71.8706,0.13588199879317917,0.002366863905325444,0.0006810561609388097,0.3547254819782062,Mid-High
Nagpur,Hazardous,8145,57,19087,6,Recycling,4243,12,49830,2019,35.7049,71.8706,0.16345574954518452,0.001413760603204524,0.0006286672254819782,0.4267078792958927,Mid-High
Nagpur,Plastic,6612,31,19087,5,Recycling,1468,17,49830,2020,35.7049,71.8706,0.13269114990703007,0.0034036759700476512,0.0008906119027661357,0.34639564124057,Mid-High
Nagpur,Organic,1890,52,19087,5,Incineration,4587,1,49830,2020,35.7049,71.8706,0.03792895845799862,0.001089799476896251,5.238893545683152e-05,0.09901508801341156,Mid-High
Nagpur,E-Waste,2774,57,19087,8,Composting,1765,9,49830,2020,35.7049,71.8706,0.055669275535708024,0.004530011325028313,0.00047150041911148366,0.14532690695725062,Mid-High
Nagpur,Construction,2848,37,19087,5,Composting,3397,9,49830,2020,35.7049,71.8706,0.05715432470284659,0.0014714537963507945,0.00047150041911148366,0.14920368818105617,Mid-High
Nagpur,Hazardous,9161,52,19087,10,Composting,4277,0,49830,2020,35.7049,71.8706,0.18384507324535732,0.0023375409069658717,0.0,0.47993503772003354,Mid-High
Nagpur,Plastic,2872,47,19087,5,Incineration,1084,16,49830,2021,35.7049,71.8706,0.057635962270567206,0.004608294930875576,0.0008382229673093043,0.15046102263202013,Mid-High
Nagpur,Organic,1799,32,19087,8,Recycling,994,19,49830,2021,35.7049,71.8706,0.03610274934705794,0.008040201005025126,0.0009953897736797988,0.0942476948868399,Mid-High
